batt_num
24.0
24.0
24.0
22.0
22.0
22.0
24.0
26.0
24.0
22.0
22.0
16.0
16.0
18.0
16.0
18.0
22.0
16.0
20.0
24.0
16.0
18.0
16.0
14.0
20.0
18.0
20.0
20.0
24.0
26.0
26.0
22.0
22.0
10.0
16.0
14.0
""
""
""
20.0
22.0
18.0
18.0
12.0
12.0
18.0
20.0
12.0
10.0
16.0
20.0
26.0
26.0
26.0
24.0
24.0
24.0
12.0
14.0
24.0
24.0
24.0
24.0
22.0
22.0
20.0
16.0
18.0
20.0
18.0
16.0
14.0
10.0
16.0
20.0
22.0
22.0
22.0
24.0
22.0
16.0
12.0
10.0
20.0
16.0
12.0
10.0
14.0
24.0
12.0
12.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
22.0
""
26.0
26.0
26.0
22.0
18.0
16.0
16.0
16.0
14.0
18.0
18.0
""
""
12.0
10.0
2.0
6.0
8.0
14.0
10.0
18.0
24.0
24.0
26.0
26.0
22.0
22.0
26.0
22.0
4.0
10.0
12.0
16.0
20.0
18.0
20.0
24.0
24.0
10.0
16.0
18.0
20.0
20.0
18.0
18.0
20.0
22.0
24.0
24.0
24.0
24.0
24.0
14.0
12.0
14.0
16.0
14.0
18.0
16.0
20.0
24.0
22.0
16.0
18.0
24.0
12.0
8.0
12.0
12.0
18.0
16.0
20.0
26.0
26.0
26.0
22.0
22.0
20.0
20.0
18.0
18.0
10.0
16.0
22.0
22.0
22.0
10.0
20.0
20.0
20.0
16.0
12.0
16.0
20.0
20.0
20.0
20.0
22.0
22.0
22.0
12.0
8.0
10.0
10.0
16.0
16.0
14.0
12.0
16.0
14.0
20.0
12.0
6.0
16.0
22.0
24.0
20.0
22.0
18.0
18.0
18.0
18.0
18.0
18.0
14.0
18.0
18.0
18.0
20.0
16.0
22.0
20.0
22.0
24.0
18.0
18.0
22.0
""
""
26.0
26.0
24.0
24.0
26.0
26.0
26.0
24.0
24.0
22.0
26.0
24.0
22.0
22.0
22.0
22.0
20.0
12.0
12.0
16.0
14.0
14.0
22.0
20.0
22.0
22.0
24.0
24.0
26.0
24.0
26.0
24.0
26.0
20.0
18.0
18.0
24.0
26.0
20.0
20.0
22.0
22.0
24.0
24.0
22.0
20.0
16.0
14.0
14.0
""
24.0
24.0
""
22.0
24.0
26.0
24.0
24.0
16.0
16.0
18.0
22.0
16.0
14.0
14.0
18.0
20.0
22.0
12.0
8.0
8.0
12.0
10.0
10.0
14.0
16.0
20.0
22.0
22.0
24.0
24.0
14.0
6.0
18.0
24.0
20.0
20.0
18.0
16.0
16.0
18.0
12.0
4.0
12.0
14.0
8.0
10.0
16.0
16.0
18.0
20.0
""
""
24.0
22.0
14.0
12.0
10.0
16.0
18.0
16.0
18.0
16.0
12.0
12.0
6.0
12.0
4.0
14.0
8.0
8.0
16.0
16.0
16.0
18.0
18.0
18.0
20.0
18.0
12.0
4.0
14.0
14.0
12.0
14.0
12.0
12.0
12.0
14.0
12.0
4.0
8.0
8.0
8.0
6.0
12.0
12.0
12.0
14.0
16.0
16.0
14.0
14.0
16.0
16.0
12.0
12.0
14.0
12.0
16.0
18.0
18.0
12.0
8.0
12.0
16.0
14.0
8.0
16.0
20.0
